time;nagents;births;deaths_age;deaths_starvation;combat_kills;calculate_total_credit_outstanding;calculate_credit_default_rate;calculate_decision_entropy;calculate_gini_coefficient;calculate_pareto_alpha;calculate_mean_lifespan;calculate_lifespan_inequality;calculate_cultural_entropy;calculate_spatial_segregation;calculate_clustering_coefficient;count_red_tribe;count_blue_tribe;calculate_factional_clustering_blue_attack_rate;calculate_factional_clustering_blue_initiated_attacks;calculate_factional_clustering_red_attack_rate;calculate_factional_clustering_red_initiated_attacks;calculate_factional_clustering_total_attacks;calculate_cultural_initiation_by_tribe_blue_initiated_transmissions;calculate_cultural_initiation_by_tribe_red_initiated_transmissions;calculate_cultural_initiation_by_tribe_total_transmissions;calculate_cultural_diversity_diversity_ratio
105;60;69;9;28;22;0.0;0.0;0.0;0.4081642546348847;2.1688309537173556;22.0;0.4185606060606062;0.08476607571480994;0.0;0.0;0;60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
106;61;70;9;28;22;0.0;0.0;0.0;0.40404093139814146;2.2481331971158602;22.62295081967213;0.41019244476122596;0.08364970461058928;0.0;0.0;0;61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
107;65;74;9;28;22;0.0;0.0;0.0;0.4150963353174193;2.4570191892050017;22.16923076923077;0.43019270805530363;0.07948700320303707;0.0;0.0;0;65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
108;68;77;9;28;22;5.75;0.0;0.0;0.4189302986758139;2.178899618391917;22.147058823529413;0.4375830013280213;0.07664880077618422;0.0;0.0;0;68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
109;70;79;9;28;22;5.75;0.0;0.0;0.4181549906665203;2.2695702909205977;22.485714285714284;0.43528771101833375;0.07487597323206041;0.0;0.0;0;70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
110;74;83;9;28;22;5.75;1.0;0.0;0.4304179445003613;2.3240403461967656;22.216216216216218;0.4482803971855065;0.07158483369291901;0.0;0.0;0;74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
111;79;88;9;28;22;10.375;0.3333333333333333;0.0;0.4383187057393836;2.417262157865315;21.746835443037973;0.4651125093942028;0.0678872387735005;0.0;0.0;0;79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
112;84;93;9;28;22;10.375;0.3333333333333333;0.0;0.44159049288997587;2.3532479101605444;21.392857142857142;0.4777208045154624;0.06458143637762753;0.0;0.0;0;84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
113;90;99;9;28;22;19.46875;0.16666666666666666;0.0;0.4495601314771849;1.8007763382774014;20.9;0.49262803473329786;0.06104703803959342;0.0;0.0;0;90;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0009765625
114;94;104;10;28;22;25.59375;0.42857142857142855;0.0;0.42678817827789195;1.8473302811632137;20.23404255319149;0.49572678255811353;0.0;0.0;0.0;0;94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
115;103;113;10;28;22;32.21875;0.25;0.0;0.4329414468956534;1.9186932913768941;19.37864077669903;0.5184835690799074;0.0;0.0;0.0;0;103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
116;112;122;10;28;22;36.34375;0.4444444444444444;0.0;0.4366014294024765;1.7911295026366238;18.741071428571427;0.5337788402640713;0.0;0.0;0.0;0;112;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
117;120;130;10;28;22;41.0625;0.3;0.0;0.4350557947207432;1.8415810768922618;18.425;0.5396238504447459;0.0;0.0;0.0;0;120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
118;126;136;10;28;22;41.1875;0.25;0.0;0.4332942517119591;1.6596771893053417;18.5;0.5350895112799876;0.0;0.0;0.0;0;126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
119;135;145;10;28;22;60.25;0.125;0.0;0.4258428215495489;1.506116734830778;18.2;0.5404724219539034;0.0;0.0;0.0;0;135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
120;142;152;10;28;22;63.75;0.2777777777777778;0.0;0.42792778402666243;1.3914140355830051;18.253521126760564;0.5363632411754478;0.0;0.0;0.0;0;142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
121;148;158;10;28;22;69.34375;0.25;0.0;0.4265733506036231;1.4848813022027814;18.472972972972972;0.5284307716641294;0.0;0.0;0.0;0;148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
122;156;166;10;28;22;86.4375;0.18518518518518517;0.0;0.4232949100012693;1.3345116332710087;18.474358974358974;0.5268688054947597;0.0;0.0;0.0;0;156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
123;160;170;10;28;22;88.75;0.2692307692307692;0.0;0.4192641295633941;1.2602886297332305;18.9875;0.5123189598420013;0.0;0.0;0.0;0;160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
124;163;174;11;28;22;103.24375;0.2;0.0;0.4199381533018338;1.2237739098343987;19.01840490797546;0.4926697011676233;0.0;0.0;0.0;0;163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
125;171;182;11;28;22;136.56562499999998;0.1794871794871795;0.0;0.41752443980637466;1.3077649504153628;19.08187134502924;0.4929449991307824;0.0;0.0;0.0;0;171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
126;176;187;11;28;22;157.00312499999998;0.2;0.0;0.42148872749608124;1.3212016605497237;19.511363636363637;0.48350055593794683;0.0;0.0;0.0;0;176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
127;180;192;12;28;22;171.378125;0.18;0.0;0.41303985467277315;1.41037000475123;19.72222222222222;0.47392801251956174;0.0;0.0;0.0;0;180;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
128;185;198;13;28;22;180.73125000000002;0.18181818181818182;0.0;0.40894970152610655;1.4607340494360477;19.83783783783784;0.4677781869062523;0.0;0.0;0.0;0;185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
129;190;204;14;28;22;199.61875000000003;0.21666666666666667;0.0;0.4136845177483379;1.5264627376379105;19.973684210526315;0.46171416684002486;0.0;0.0;0.0;0;190;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
130;198;214;15;29;22;291.0875;0.11363636363636363;0.0;0.40719551951262156;1.558568624469193;19.752525252525253;0.46751973842232086;0.0;0.0;0.0;0;198;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
131;201;220;17;30;22;296.171875;0.23076923076923078;0.0;0.40516230674077325;1.7250953411240706;19.64676616915423;0.45998168186668575;0.0;0.0;0.0;0;201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
132;213;235;19;31;22;332.078125;0.1978021978021978;0.0;0.38913894311652775;1.9283217418090273;18.887323943661972;0.47405820289205614;0.0;0.0;0.0;0;213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
133;224;247;20;31;22;350.728125;0.336734693877551;0.0;0.38548747415848683;2.025627224154186;18.517857142857142;0.47515153602424576;0.0;0.0;0.0;0;224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
134;238;263;21;32;22;352.71250000000003;0.34375;0.0;0.3907344944542437;2.0028050003668794;17.819327731092436;0.4836668456583293;0.0;0.0;0.0;0;238;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
135;250;276;22;32;22;390.67500000000007;0.36538461538461536;0.0;0.3881245905142725;1.8866029353033416;17.676;0.48487802670287405;0.0;0.0;0.0;0;250;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
136;259;286;22;33;22;427.78125000000006;0.32456140350877194;0.0;0.3833608140103233;1.9679444747223878;17.976833976833976;0.4802720614576286;0.0;0.0;0.0;0;259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
137;273;301;22;34;22;427.9837500000001;0.33613445378151263;0.0;0.37899380530501614;1.9750875064210947;17.875457875457876;0.4856632438599653;0.0;0.0;0.0;0;273;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
138;288;319;22;37;22;448.29080078125014;0.36065573770491804;0.0;0.3762611497897901;1.9359498179741832;17.71527777777778;0.49460042902565426;0.0;0.0;0.0;0;288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
139;305;337;22;38;22;489.0458422851564;0.3969465648854962;0.0;0.37563128421690384;1.9998342210543099;17.57704918032787;0.5004975215658933;0.0;0.0;0.0;0;305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
140;316;349;22;39;22;532.4377172851563;0.3680555555555556;0.0;0.36427412778595913;1.9802969363011895;17.90506329113924;0.4934046561159062;0.0;0.0;0.0;0;316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
141;325;360;22;41;22;542.7208422851562;0.36486486486486486;0.0;0.3580040127253401;1.904994470609225;18.107692307692307;0.48543964446768184;0.0;0.0;0.0;0;325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
142;331;369;22;44;22;563.3583422851563;0.38562091503267976;0.0;0.3546271650338382;2.0212513419848523;18.39274924471299;0.47534548673831134;0.0;0.0;0.0;0;331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
143;341;380;22;45;22;513.6552172851564;0.3469387755102041;0.0;0.3494249893764132;1.9937053321393021;18.677419354838708;0.4684033595646804;0.0;0.0;0.0;0;341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
