time,nagents,#193,#194,#195,#196,#197,#198,#199,#200,#201,#202,#203
52,83,65,0,32,60.16,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 13, ""density"" => 0.003820158683514546, ""avg_degree"" => 0.2891566265060241, ""n_nodes"" => 83, ""max_degree"" => 4)",0.3434664489532484,"Dict(:p25 => 14.625, :p75 => 44.5, :p50 => 32.75, :p90 => 55.10999999999999, :p99 => 108.7359, :p95 => 65.07000000000004)",4.003036717004213,23.903614457831324,0.41347648659152747
53,85,67,0,32,68.66000000000001,0.29411764705882354,"Dict{String, Real}(""n_edges"" => 15, ""density"" => 0.004201680672268907, ""avg_degree"" => 0.3058823529411765, ""n_nodes"" => 85, ""max_degree"" => 4)",0.3427597375667695,"Dict(:p25 => 14.25, :p75 => 44.75, :p50 => 31.5, :p90 => 55.39999999999998, :p99 => 109.71420000000002, :p95 => 65.33999999999997)",3.970466738897253,24.31764705882353,0.41106462904465135
54,88,70,0,32,77.36000000000001,0.2777777777777778,"Dict{String, Real}(""n_edges"" => 16, ""density"" => 0.0041797283176593526, ""avg_degree"" => 0.3068181818181818, ""n_nodes"" => 88, ""max_degree"" => 3)",0.3486886562019542,"Dict(:p25 => 15.1875, :p75 => 45.8125, :p50 => 30.05, :p90 => 53.8975, :p99 => 111.38685000000001, :p95 => 65.24500000000003)",4.143615398227303,24.454545454545453,0.41545919229469397
55,90,72,0,32,82.35000000000001,0.5625,"Dict{String, Real}(""n_edges"" => 14, ""density"" => 0.003495630461922597, ""avg_degree"" => 0.26666666666666666, ""n_nodes"" => 90, ""max_degree"" => 3)",0.35549015923543403,"Dict(:p25 => 15.25, :p75 => 46.9375, :p50 => 30.2325, :p90 => 55.42499999999999, :p99 => 113.49195, :p95 => 66.61749999999999)",4.320984616844559,24.88888888888889,0.4124900793650794
56,94,76,0,32,87.60000000000001,0.5555555555555556,"Dict{String, Real}(""n_edges"" => 16, ""density"" => 0.0036604895904827272, ""avg_degree"" => 0.2978723404255319, ""n_nodes"" => 94, ""max_degree"" => 3)",0.3664853424537069,"Dict(:p25 => 14.3125, :p75 => 47.4375, :p50 => 29.75, :p90 => 55.13250000000001, :p99 => 113.58215000000003, :p95 => 65.70500000000006)",4.296226779662926,24.78723404255319,0.42223541229111494
57,97,79,0,32,90.00000000000001,0.4444444444444444,"Dict{String, Real}(""n_edges"" => 17, ""density"" => 0.0036512027491408935, ""avg_degree"" => 0.28865979381443296, ""n_nodes"" => 97, ""max_degree"" => 3)",0.3723504363811734,"Dict(:p25 => 14.5, :p75 => 47.5, :p50 => 29.75, :p90 => 56.26399999999998, :p99 => 115.48480000000002, :p95 => 66.36000000000001)",4.148452874501443,24.989690721649485,0.4242370113299989
58,98,81,0,33,96.50000000000001,0.3684210526315789,"Dict{String, Real}(""n_edges"" => 17, ""density"" => 0.0035766884073216917, ""avg_degree"" => 0.3163265306122449, ""n_nodes"" => 98, ""max_degree"" => 3)",0.368578703953363,"Dict(:p25 => 15.4375, :p75 => 48.0, :p50 => 27.625, :p90 => 57.095499999999994, :p99 => 117.45235000000001, :p95 => 67.78250000000003)",4.435554486598412,25.132653061224488,0.42080340053195475
59,102,85,0,33,79.47500000000001,0.35294117647058826,"Dict{String, Real}(""n_edges"" => 15, ""density"" => 0.0029120559114735, ""avg_degree"" => 0.2647058823529412, ""n_nodes"" => 102, ""max_degree"" => 3)",0.3797590611165522,"Dict(:p25 => 15.3125, :p75 => 48.75, :p50 => 25.915, :p90 => 58.226999999999975, :p99 => 119.18145000000017, :p95 => 69.2125)",4.064687657635352,25.107843137254903,0.42804587668726213
60,100,87,4,33,101.72500000000001,0.6,"Dict{String, Real}(""n_edges"" => 24, ""density"" => 0.0048484848484848485, ""avg_degree"" => 0.41, ""n_nodes"" => 100, ""max_degree"" => 7)",0.3867396294688086,"Dict(:p25 => 15.28125, :p75 => 50.6875, :p50 => 26.79, :p90 => 66.64999999999999, :p99 => 119.42955000000003, :p95 => 72.03999999999999)",4.423327779923814,24.23,0.4244036318613289
61,105,92,4,33,106.22500000000001,0.6521739130434783,"Dict{String, Real}(""n_edges"" => 23, ""density"" => 0.004212454212454212, ""avg_degree"" => 0.3619047619047619, ""n_nodes"" => 105, ""max_degree"" => 7)",0.39496068527425043,"Dict(:p25 => 16.0, :p75 => 49.5, :p50 => 25.0, :p90 => 67.29999999999998, :p99 => 120.62080000000014, :p95 => 72.9)",4.243555387158209,24.02857142857143,0.4357926127248364
